Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-02 00:00:00-05:00,71.54588227171874,72.59888386623527,71.29229630932706,72.53850555419922,135480400,0.0,0.0
2020-01-03 00:00:00-05:00,71.76567430155144,72.59406313642577,71.60869213351766,71.83329772949219,146322800,0.0,0.0
2020-01-06 00:00:00-05:00,70.95417305361724,72.44430553740506,70.7029972337209,72.4056625366211,118387200,0.0,0.0
2020-01-07 00:00:00-05:00,72.41533721540509,72.67134068922641,71.84536944211234,72.06514739990234,108872000,0.0,0.0
2020-01-08 00:00:00-05:00,71.76808624589498,73.52630260685811,71.76808624589498,73.22441101074219,132079200,0.0,0.0
2020-01-09 00:00:00-05:00,74.20254195863613,74.97296995476395,73.95137344000949,74.7797622680664,170108400,0.0,0.0
2020-01-10 00:00:00-05:00,75.01402005997716,75.51395427727236,74.446462424671,74.94880676269531,140644800,0.0,0.0
2020-01-13 00:00:00-05:00,75.26519625077637,76.57661149006776,75.1468497409281,76.55004119873047,121532000,0.0,0.0
2020-01-14 00:00:00-05:00,76.48725308231118,76.6973684411486,75.39319829942681,75.51636505126953,161954400,0.0,0.0
2020-01-15 00:00:00-05:00,75.3159231634684,76.19744522367158,74.7604381579808,75.1927490234375,121923600,0.0,0.0
2020-01-16 00:00:00-05:00,75.73614052978684,76.24573732895618,75.37387064834499,76.13463592529297,108829200,0.0,0.0
2020-01-17 00:00:00-05:00,76.38340344954888,76.97994155406593,76.07668423312775,76.97753143310547,137816400,0.0,0.0
2020-01-21 00:00:00-05:00,76.6056010131108,77.04756709065205,76.31819960849738,76.45586395263672,110843200,0.0,0.0
2020-01-22 00:00:00-05:00,76.94129287751667,77.28182746630861,76.63457368368562,76.72876739501953,101832400,0.0,0.0
2020-01-23 00:00:00-05:00,76.78190767247501,77.17798563171488,76.23366779231166,77.0982894897461,104472000,0.0,0.0
2020-01-24 00:00:00-05:00,77.34461967692074,78.08847725706723,76.68528583944577,76.87608337402344,146537600,0.0,0.0
2020-01-27 00:00:00-05:00,74.88359281479813,75.29657838161462,73.63255603039792,74.61551666259766,161940000,0.0,0.0
2020-01-28 00:00:00-05:00,75.49703974934148,76.89781358300051,75.3980184372133,76.7263412475586,162234000,0.0,0.0
2020-01-29 00:00:00-05:00,78.35899827586796,79.1801420756795,77.61755062731045,78.33242797851562,216229200,0.0,0.0
2020-01-30 00:00:00-05:00,77.4146817332591,78.27205107194843,76.98237082631806,78.21891784667969,126743200,0.0,0.0
2020-01-31 00:00:00-05:00,77.50887948128576,77.93152785379012,74.45615449763523,74.75080108642578,199588400,0.0,0.0
2020-02-03 00:00:00-05:00,73.49246972211677,75.71197679824171,72.99012546869326,74.54547119140625,173788400,0.0,0.0
2020-02-04 00:00:00-05:00,76.15155637582674,77.197313069489,75.74581580955447,77.00651550292969,136616400,0.0,0.0
2020-02-05 00:00:00-05:00,78.1343951037058,78.43387666484607,77.03068471315635,77.63446807861328,118826800,0.0,0.0
2020-02-06 00:00:00-05:00,77.90491992808909,78.54492847701792,77.3470249882305,78.54251098632812,105425600,0.0,0.0
2020-02-07 00:00:00-05:00,78.04141124169928,78.29076000098544,76.98349458931148,77.47492980957031,117684000,0.1925,0.0
2020-02-10 00:00:00-05:00,76.05873445176091,77.84291076660156,75.97884915779663,77.84291076660156,109348800,0.0,0.0
2020-02-11 00:00:00-05:00,78.33916745517011,78.41179042644524,77.15536130814662,77.37323760986328,94323200,0.0,0.0
2020-02-12 00:00:00-05:00,77.8235277760248,79.21552479911539,77.8235277760248,79.21068572998047,113730400,0.0,0.0
2020-02-13 00:00:00-05:00,78.48201230906955,78.97344754144679,78.27866056338509,78.6466293334961,94747600,0.0,0.0
2020-02-14 00:00:00-05:00,78.61513401549396,78.91532617084395,78.15759456792722,78.66597747802734,80113600,0.0,0.0
